1997,The Last Time I Committed Suicide,92,Biography,R,5.8,Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol
1997,An Alan Smithee Film: Burn Hollywood Burn,86,Comedy,R,3.5,Arthur Hiller,Eric Idle,Harvey Weinstein,Ryan O'Neal
1997,"First Love, Last Rites",94,Drama,R,5.5,Jesse Peretz,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner
1997,I Married a Strange Person!,75,Animation,R,7,Bill Plympton,Charis Michelsen,Bill Martone,Richard Spore
1997,Hurricane Streets,86,Crime,R,6.5,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen
1997,Dream with the Fishes,97,Comedy,R,7,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe
1997,Prefontaine,106,Biography,PG-13,6.8,Steve James,Kurtwood Smith,Laurel Holloman,Amy Locane
1997,Orgazmo,92,Comedy,NC-17,6.2,Trey Parker,Trey Parker,Dian Bachar,Matt Stone
1997,Trekkies,86,Documentary,PG,7,Roger Nygard,Walter Koenig,DeForest Kelley,James Doohan
1997,Oscar and Lucinda,132,Drama,R,6.7,Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell
1997,Steel,97,Action,PG-13,2.8,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper
1997,Two Girls and a Guy,84,Comedy,R,5.6,James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
1997,Shadow Conspiracy,103,Action,R,4.9,George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro
1997,Hav Plenty,84,Comedy,R,6.5,Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell
1997,8 Heads in a Duffel Bag,95,Comedy,R,5.3,Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon
1997,"Cats Don,t Dance",75,Animation,G,6.9,Mark Dindal,George Kennedy,Frank Welker,Hal Holbrook
1997,Kundun,134,Biography,PG-13,7,Martin Scorsese,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo
1997,Warriors of Virtue,101,Action,PG,4.6,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen
1997,Switchback,118,Crime,R,6.4,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland
1997,The Ice Storm,112,Drama,R,7.5,Ang Lee,Joan Allen,Kate Burton,Henry Czerny
1997,A Simple Wish,89,Comedy,PG,5.4,Michael Ritchie,Mara Wilson,Francis Capra,Kathleen Turner
1997,Ulee's Gold,113,Drama,R,7.1,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima
1997,The Spanish Prisoner,110,Drama,PG,7.3,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott
1997,Mad City,115,Crime,PG-13,6.2,Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton
1997,Deconstructing Harry,96,Comedy,R,7.4,Woody Allen,Woody Allen,Lynn Cohen,Judy Davis
1997,Turbulence,100,Action,R,4.7,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn
1997,Chasing Amy,113,Comedy,R,7.3,Kevin Smith,Matt Damon,Ethan Suplee,
1997,Gattaca,106,Drama,PG-13,7.8,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble
1997,Love Jones,104,Drama,R,7.4,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate
1997,The Man Who Knew Too Little,94,Action,PG,6.6,Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley
1997,Eve's Bayou,109,Drama,R,7.3,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll
1997,The Postman,177,Action,R,6,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate
1997,The Apostle,134,Drama,PG-13,7.2,Robert Duvall,John Beasley,Todd Allen,June Carter Cash
1997,Air Bud,98,Comedy,PG,5.1,Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter
1997,Midnight in the Garden of Good and Evil,155,Crime,R,6.6,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy
1997,Boogie Nights,155,Drama,R,7.9,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley
1997,Grosse Pointe Blank,107,Action,R,7.4,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan
1997,Selena,127,Biography,PG,6.7,Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas
1997,Mortal Kombat: Annihilation,95,Action,PG-13,3.7,John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou
1997,Seven Years in Tibet,136,Adventure,PG-13,7,Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong
1997,Jackie Brown,154,Crime,R,7.5,Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster
1997,Money Talks,97,Action,R,6.1,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love
1997,The Peacemaker,124,Action,R,5.9,Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures
1997,Donnie Brasco,147,Biography,R,7.8,Mike Newell,Johnny Depp,Al Pacino,Anne Heche
1997,The Devil's Own,111,Action,R,6.1,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone
1997,Wag the Dog,97,Comedy,R,7.1,Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins
1997,Soul Food,115,Comedy,R,6.9,George Tillman Jr.,Vanessa Williams,Mekhi Phifer,Vivica A. Fox
1997,Amistad,155,Drama,R,7.2,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matthew McConaughey
1997,Nothing to Lose,98,Action,R,6.7,Steve Oedekerk,Kelly Preston,Michael McKean,Rebecca Gayheart
1997,Cop Land,120,Crime,R,6.9,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo
1997,The Rainmaker,135,Crime,PG-13,7.1,Francis Ford Coppola,Matt Damon,Dean Stockwell,Virginia Madsen
1997,Volcano,104,Action,PG-13,5.4,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann
1997,Alien: Resurrection,116,Action,R,6.3,Jean-Pierre Jeunet,Gary Dourdan,Michael Wincott,Raymond Cruz
1997,Speed 2: Cruise Control,121,Action,PG-13,3.7,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles
1997,G.I. Jane,125,Action,R,5.8,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins
1997,The Game,129,Drama,R,7.8,David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet
1997,Absolute Power,121,Action,R,6.7,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn
1997,Breakdown,93,Action,R,6.9,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh
1997,Austin Powers: International Man of Mystery,68,Comedy,PG-13,7,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner
1997,Starship Troopers,129,Action,R,7.2,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam
1997,The Jackal,124,Action,R,6.3,Michael Caton-Jones,J.K. Simmons,Bruce Willis,Sophie Okonedo
1997,Spawn,98,Action,R,5.2,Mark A.Z. Dippe,Michael Jai White,Frank Welker,Miko Hughes
1997,Anastasia,94,Adventure,G,7.1,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters
1997,Kiss the Girls,115,Crime,R,6.6,Gary Fleder,Morgan Freeman,Tony Goldwyn,Tatyana Ali
1997,The Devil's Advocate,136,Drama,R,7.5,Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron
1997,The Saint,116,Action,PG-13,6.2,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic
1997,In & Out,90,Comedy,PG-13,6.3,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose
1997,L.A. Confidential,138,Crime,R,8.3,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle
1997,Anaconda,89,Action,PG-13,4.6,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer
1997,Dante's Peak,108,Action,PG-13,5.8,Roger Donaldson,Jamie Renee Smith,Grant Heslov,Tzi Ma
1997,I Know What You Did Last Summer,99,Horror,R,5.6,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche
1997,Conspiracy Theory,135,Action,R,6.7,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts
1997,Flubber,90,Comedy,PG,5.2,Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd
1997,Contact,150,Drama,PG,7.4,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King
1997,Con Air,123,Action,R,6.8,Simon West,Steve Buscemi,Monica Potter,Dave Chappelle
1997,Scream 2,120,Horror,R,6.1,Wes Craven,Omar Epps,Jada Pinkett Smith,Kevin Williamson
1997,George of the Jungle,92,Action,PG,5.4,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor
1997,Batman & Robin,125,Action,PG-13,3.7,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover
1997,Face/Off,138,Action,R,7.3,John Woo,Nicolas Cage,CCH Pounder,Joan Allen
1997,My Best Friend's Wedding,105,Comedy,PG-13,6.3,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett
1997,Good Will Hunting,126,Drama,R,8.3,Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver
1997,As Good as It Gets,139,Comedy,PG-13,7.7,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight
1997,Air Force One,124,Action,R,6.4,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell
1997,Liar Liar,86,Comedy,PG-13,6.8,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb
1997,The Lost World: Jurassic Park,129,Action,PG-13,6.5,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester
1997,Men in Black,98,Adventure,PG-13,7.3,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino
1997,Titanic,194,Drama,PG-13,7.7,James Cameron,Leonardo DiCaprio,Kate Winslet,Gloria Stuart
