1991,Beastmaster 2: Through the Portal of Time,107,Action,PG-13,3.8,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer
1991,Slacker,100,Comedy,R,7.1,Richard Linklater,Tommy Pallotta,Richard Linklater,Jean Caffeine
1991,Showdown in Little Tokyo,79,Action,R,6,Mark L. Lester,Cary-Hiroyuki Tagawa,Tia Carrere,Vernee Watson
1991,Straight Out of Brooklyn,91,Crime,R,5.9,Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich
1991,Return to the Blue Lagoon,102,Adventure,PG-13,5.1,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan
1991,My Own Private Idaho,104,Drama,R,7.1,Gus Van Sant,Keanu Reeves,Udo Kier,Flea
1991,Harley Davidson and the Marlboro Man,98,Action,R,6,Simon Wincer,Vanessa Williams,Tia Carrere,Don Johnson
1991,Stone Cold,88,Action,R,5.9,Craig R. Baxley,Brian Bosworth,Sam McMurray,Richard Gant
1991,"Flight of the Intruder",115,Action,PG-13,5.7,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich
2991,Hudson Hawk,100,Action,R,5.7,Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant
1991,House Party 2,94,Comedy,R,5.1,George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin
1991,Double Impact,110,Action,R,5.5,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa
1991,White Fang,107,Adventure,PG,6.7,Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan
1991,"Freddy's Dead, The Final Nightmare",93,Comedy,R,4.9,Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto
1991,The Doors,140,Biography,R,7.2,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan
1991,Bill & Ted's Bogus Journey,93,Adventure,PJ,6.2,Peter Hewitt,Keanu Reeves,George Carlin,Alex Winter
1991,The Fisher King,137,Comedy,R,7.6,Terry Gilliam,Jeff Bridges,David Hyde Pierce,Harry Shearer
1991,Boyz n the Hood,112,Crime,R,7.8,John Singleton,John Cothran,Lloyd Avery II,Na'Blonka Durden
1991,My Girl,102,Comedy,PG-13,6.8,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne
1991,The Prince of Tides,132,Drama,R,6.6,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon
1991,Star Trek VI: The Undiscovered Country,110,Action,PG,7.2,Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,Action,PG,6,Michael Pressman,Kevin Nash,Paige Turco,Ernie Reyes Jr.
1991,Cape Fear,128,Crime,R,7.3,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker
1991,The Naked Gun 2«: The Smell of Fear,85,Comedy,PG-13,6.8,David Zucker,George Kennedy,Priscilla Presley,O.J. Simpson
1991,The Addams Family,99,Comedy,PG-13,6.8,Barry Sonnenfeld,Anjelica Huston,Raul Julia,Carel Struycken
1991,Hook,333,Adventure,PG,6.7,Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins
1991,The Silence of the Lambs,138,Crime,R,8.6,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald
1991,Robin Hood: Prince of Thieves,155,Action,PG-13,6.9,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott
1991,Terminator 2: Judgment Day,153,Action,R,8.5,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson
